utc_offset,venue/country,venue/localized_country_name,venue/city,venue/address_1,venue/name,venue/state,venue/lat,venue/lon,description,event_url,name,time,group_name,date,time
-25200000,us,USA,Whittier,12920 Philadelphia Street,Undercity Comics,CA,33.978928,-118.037819,"<p>Using a reading from the apocryphal book of Sirach, otherwise know as Eccelesiasticus, a book popular among first century Christians and still used in the Catholic church, to get a fuller understand how early Christians would have understood the words pride and arrogance when used in the Bible. Too often modern readers understand pride and arrogance as being haughty or full of one's self. When we call someone prideful or arrogant, we think of personal characteristics of individuals who brag or think they are better than us. This is not all of what first century Jews and Christians would have thought.<br/>Instead, early Christians would have thought of the rich and the powerful. They would of thought of bringing the arrogant down from their thrones and ""sending the rich away empty"" (Luke 1:52-53). They would have thought ""impunity.""<br/>Join us and be on the show or just listen in. If you can't make it, make sure to listen to the show. You will be able to find it at www.modernlectionaries.blogspot.com. You can also find the reading there for this show. I look forward to hearing from all of you and seeing some of you at the show.</p>",http://www.meetup.com/Bible-Study-for-Progressives/events/231299626/,Think Impunity: Understanding Arrogance and Pride in the Bible,1472428800000,Bible Study for Progressives,2016-08-28,5:00:00 PM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvmbgb/,Come create a real progressive church,1473012000000,Bible Study for Progressives,2016-09-04,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvmbpb/,Come create a real progressive church,1473616800000,Bible Study for Progressives,2016-09-11,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvmbxb/,Come create a real progressive church,1474221600000,Bible Study for Progressives,2016-09-18,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvmbhc/,Come create a real progressive church,1474826400000,Bible Study for Progressives,2016-09-25,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvnbdb/,Come create a real progressive church,1475431200000,Bible Study for Progressives,2016-10-02,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvnbmb/,Come create a real progressive church,1476036000000,Bible Study for Progressives,2016-10-09,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvnbvb/,Come create a real progressive church,1476640800000,Bible Study for Progressives,2016-10-16,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvnbfc/,Come create a real progressive church,1477245600000,Bible Study for Progressives,2016-10-23,11:00:00 AM
-25200000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvnbnc/,Come create a real progressive church,1477850400000,Bible Study for Progressives,2016-10-30,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvpbjb/,Come create a real progressive church,1478458800000,Bible Study for Progressives,2016-11-06,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvpbrb/,Come create a real progressive church,1479063600000,Bible Study for Progressives,2016-11-13,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvpbbc/,Come create a real progressive church,1479668400000,Bible Study for Progressives,2016-11-20,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvpbkc/,Come create a real progressive church,1480273200000,Bible Study for Progressives,2016-11-27,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvqbgb/,Come create a real progressive church,1480878000000,Bible Study for Progressives,2016-12-04,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvqbpb/,Come create a real progressive church,1481482800000,Bible Study for Progressives,2016-12-11,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvqbxb/,Come create a real progressive church,1482087600000,Bible Study for Progressives,2016-12-18,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlyvqbhc/,Come create a real progressive church,1482692400000,Bible Study for Progressives,2016-12-25,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlywcbcb/,Come create a real progressive church,1483297200000,Bible Study for Progressives,2017-01-01,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlywcblb/,Come create a real progressive church,1483902000000,Bible Study for Progressives,2017-01-08,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlywcbtb/,Come create a real progressive church,1484506800000,Bible Study for Progressives,2017-01-15,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlywcbdc/,Come create a real progressive church,1485111600000,Bible Study for Progressives,2017-01-22,11:00:00 AM
-28800000,us,USA,Whittier,1801 Parkcourt Place Building C,The Table - A Progressive Church,CA,33.783703,-118.194443,"<p>The Table is an experimental church in Santa Ana where rather than listen to a sermon, we sit around tables and have discussions.  Here's a<a href=""http://www.thetableoc.com/sundays/""> link to their webpage which describes the Table</a>.  We will participate in the discussions and meet one another.   Here's a<a href=""http://gregronning.com/""> link to the pastor's blog to find out what we will will be talking about</a>.  This is a great opportunity to meet one another and get active.</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/7/0/e/b/600_450208907.jpeg"" /></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/0/d/8/600_450208888.jpeg"" /></p>",http://www.meetup.com/Bible-Study-for-Progressives/events/bnvntlywcbmc/,Come create a real progressive church,1485716400000,Bible Study for Progressives,2017-01-29,11:00:00 AM
